T,P,alpha,z
164.96401480498048,948.3891850221095,-2.3344153718692633e-20,-0.15
166.08638480250744,945.6108149778905,-2.3409498620903196e-20,0.15
167.2077805435747,942.8324592882725,-2.365516960584171e-20,0.45
168.32818899566234,940.0544663747213,-2.3896719870623114e-20,0.75
169.4475971145531,937.2764840037385,-2.46022843851054e-20,1.05
170.5659916645747,934.4988606580125,-9.91479848507804e-21,1.35
171.6833593935578,931.7212441641673,-8.823610749874187e-21,1.65
172.79968685611516,928.9439830641098,-8.50460123588954e-21,1.95
173.91496058530663,926.16672524263,-1.3296286694529407e-20,2.25
175.02916691902828,923.3898192989419,5.051928125469543e-15,2.55
175.02879726897106,920.6129131741341,8.714380644796978e-14,2.85
175.0284276168261,917.8360073478196,1.4277280447327515e-12,3.15
175.02805796264943,915.0591013404442,2.3432685730882778e-11,3.45
175.0276883063848,912.2821956325174,3.865072341881437e-10,3.75
175.02731864808646,909.5052897593602,6.408396781315885e-9,4.05
175.02729991204154,906.7283844517617,1.0757483527590696e-7,4.35
