T,Pe,h,Gamma,z,v,hl_sat,T_sat,T_cr,alpha,h_cr,p
392.70683048639535,2.667540716692247e6,501955.642161477,0,-0.075,0.9504921771746841,525712.0544202124,398.2999054164165,395.5547612254,1.0337344451979287e-17,514045.34486123116,233311.48313164702
392.8943658885221,2.6695447562381737e6,502750.3240697015,0,0.075,0.9504921771746841,524865.4815185167,398.1010468759947,395.35567672390505,1.0255960416565328e-17,513198.7719595354,231888.51686835298
393.08187568207757,2.6714613713702024e6,503545.00597792584,0,0.225,0.9504921771746844,524056.38628850185,397.91097527533054,395.16538980640644,1.1944647458223508e-17,512389.6767295206,230535.03934455104
393.2693828568896,2.6734874912671847e6,504339.68788615015,0,0.375,0.9504921771746844,523201.64403597696,397.7101628675353,394.96435061377923,1.389684061418133e-17,511534.9344769957,229112.07308125697
393.4568643568318,2.675425351578893e6,505134.36979437474,0,0.525,0.9504921771746844,522384.69209175016,397.51821215606583,394.77218379603704,1.2506711861552072e-17,510717.9825327689,227758.5955574545
393.6443431366332,2.677474067568569e6,505929.0517025992,0,0.675,0.9504921771746844,521521.5974353347,397.31540206408795,394.5691460829989,5.558778720470332e-18,509854.88787635346,226335.6292941615
393.83179617508046,2.679433672382191e6,506723.7336108238,0,0.825,0.9504921771746844,520696.6116379626,397.1215298403915,394.37505695157677,-5.558725714488646e-18,509029.90207898134,224982.15177035957
394.01924639146273,2.6815055188639346e6,507518.41551804217,0,0.975,0.9504921771746844,519824.97508803586,396.91667670616533,394.169975347219,-1.389610559120224e-17,508158.2655290546,223559.1855070639
394.20667006659943,2.683484016925341e6,508313.0959187423,0.03926465943434441,1.125,0.9520656229829776,518993.1878202136,396.7211718520397,393.974253140948,0.0016548517622521606,507326.4782612324,222208.0022504339
394.3940893798414,2.685569925407605e6,509107.7731544976,0.12003102829668967,1.275,0.9569140505393714,518116.8532813747,396.5151784604726,393.76803146659154,0.006719846915048094,506450.14372239343,220791.537709836
394.5814801958993,2.6875500964634083e6,509902.4461986959,0.2231387192264044,1.425,0.9659977906376332,517285.51917530864,396.3197459039604,393.57238302217746,0.016072380037594973,505618.8096163274,219454.50347019412
394.7688638136113,2.6896203732889364e6,510697.1130700061,0.3682069524600384,1.575,0.9811084345513986,516416.95685962855,396.1155439172485,393.3679561782163,0.03124633372606855,504750.2473006473,218064.53205358214
394.9562151032481,2.6915598906877455e6,511491.7706528655,0.5736914437284424,1.725,1.0048099146068195,515603.8095813177,395.92435384299796,393.1765562388181,0.054127582018282695,503937.10002233647,216769.6445487987
395.1435530530169,2.693556379959258e6,512286.41185890825,0.9087739877815545,1.875,1.042611525034524,514767.3379215446,395.72766320504115,392.9796503669301,0.08846795597408351,503100.6283625634,215444.05230924638
395.3308484299926,2.69537277303867e6,513081.02200568875,1.5011297226439444,2.025,1.105343338438588,514006.8152347381,395.5488170129558,392.80060905578785,0.14027235211022399,502340.1056757569,214244.46730766565
395.3683170549389,2.6972069594203555e6,513875.59265137016,2.167414388871204,2.175,1.1965206942732967,513239.31922515784,395.3683170549389,392.61991274158675,0.20588136786044509,501572.6096661766,213039.31850216322
395.20594353879943,2.6988578069147733e6,514670.15417146776,2.1669633756268767,2.325,1.288463641857624,512548.94847389974,395.20594353879943,392.45736307412716,0.26263773226995685,500882.2389149185,211959.92468904474
395.0459285766581,2.7004854691924267e6,515464.70623430255,2.166519327984969,2.475,1.3812322123404233,511868.65245285333,395.0459285766581,392.2971749691425,0.31224484422685483,500201.9428938721,210900.57812326995
394.9015864128879,2.701954385385001e6,516259.2489217137,2.166119125164338,2.625,1.4746102181121388,511255.02830994414,394.9015864128879,392.1526770037031,0.3558745322355403,499588.3187509629,209948.6993393225
394.7575243534622,2.703421091323607e6,517053.78189567465,2.1657200314126417,2.775,1.568754534307214,510642.63241209026,394.7575243534622,392.0084598063174,0.39460413482267265,498975.922853109,209002.1656769282
394.62737778136386,2.7047466729193865e6,517849.14571938716,2.1653597726427303,2.925,1.663380753028686,510089.4222116685,394.62737778136386,391.8781733916412,0.4291170513733471,498422.7126526873,208150.05770833674
