T,P,alpha,z
97.47475389288257,182.4168781533024,-2.9412233823493283e-21,-0.15
98.69146575192508,179.5831218466976,-2.984635096799522e-21,0.15
99.90777834388251,176.74937002821272,2.6815235011417207e-20,0.45
101.1236823564077,173.91569412889226,6.777781327622373e-20,0.75
102.3391683883255,171.08202148230376,2.0818879466914393e-20,1.05
103.55422689916622,168.24842354640276,7.276570721794769e-20,1.35
104.76884826109006,165.41482768089003,6.498817252243415e-20,1.65
105.98302270891537,162.58130536911125,3.482171570319836e-20,1.95
107.19674039167734,159.74778399543752,5.219654426096415e-20,2.25
108.40999132312811,156.9143350671971,7.188458491180215e-20,2.55
108.40978314955913,154.08088599207667,4.975512602615354e-20,2.85
108.40957497580013,151.24743706931145,8.555630247002302e-20,3.15
108.40936680189958,148.4139879996662,7.473287280432442e-20,3.45
108.40915862780679,145.5805390823761,8.34140887265236e-18,3.75
108.40895045356791,142.74709001820773,5.732058318397456e-13,4.05
108.40909156417706,139.9136412400503,4.721144686518891e-8,4.35
