T,P,alpha,z
156.26502463978522,750.6762707515004,0.0,-0.1125
157.23193439217295,749.3237292484996,0.0,0.1125
158.19840707868173,746.469204239915,0.0,0.3375
159.16402416397716,745.1208892310589,0.0,0.5625
160.12918610637814,742.270606822389,0.0,0.7875
161.0934795828773,740.9265429746154,0.0,1.0125
162.05729959739983,738.0805297926328,0.0,1.2375
163.02023812793806,736.7407437241197,0.0,1.4625
163.98268462966962,733.8990264952583,0.0,1.6875
164.94423647258623,732.5635449257686,0.0,1.9125
165.90527495295726,729.7261504765572,0.0,2.1375
166.57124820411127,728.6605585160863,0.12831238192810274,2.3625
166.4457408465936,726.4143876699808,0.40968933542577674,2.5875
166.37139031004068,725.0863501042822,0.4228245404801496,2.8125
166.29959766165894,723.8058301556559,0.4350033391675435,3.0375
166.22762187428663,722.5238457446586,0.4467477139398599,3.2625
166.15793019266385,721.284261979377,0.4576969504461779,3.4875
166.08807656318908,720.0434919272572,0.46827995755517765,3.7125
166.0202676013348,718.8406610260017,0.47819508703195357,3.9375
165.9523223121638,717.6370119876672,0.4877967264004277,4.1625
165.88621621881674,716.467480084742,0.4968705317349047,4.3875
