T,P,alpha,z
155.78177483154525,751.7656327085547,0.0,-0.225
157.71470586330338,748.2343672914453,0.0,0.225
159.64523621107077,743.3597544448896,0.0,0.675
161.57293718898387,739.8454812309949,0.0,1.125
163.49810821729994,734.9879640382599,0.0,1.575
165.42029736448177,731.4908884120935,0.0,2.025
166.52598625783565,727.8498834353531,0.28986498423510687,2.475
166.35613224783094,724.81405141103,0.33114327044243075,2.925
166.1997429591525,722.0277696413324,0.36535831962362203,3.375
166.04312474152232,719.2459346418474,0.3965089998256164,3.825
165.89768279544188,716.6702352686845,0.4230883933177173,4.275
