T,P,alpha,z
156.5550531912677,750.6436652341108,0.0,-0.045
156.94203961271756,749.3563347658892,0.0,0.045
157.3288011910854,748.9598498040474,0.0,0.135
157.71558161410758,747.6731953741864,0.0,0.225
158.1021368328332,747.2773843484575,0.0,0.315
158.48870928679298,745.991407362015,0.0,0.405
158.87505617445748,745.596271964072,0.0,0.495
159.2614186787423,744.3109741264591,0.0,0.585
159.64755525394798,743.916516050224,0.0,0.675
160.03370581787908,742.6318990692396,0.0,0.765
160.41963008917986,742.2381200109455,0.0,0.855
160.80556671192562,740.9541855968403,0.0,0.945
161.19127667771744,740.5610872550942,0.0,1.035
161.57699734821,739.2778371206341,0.0,1.125
161.96249099665374,738.8854211964808,0.0,1.215
162.34799369348679,737.602857057013,0.0,1.305
162.73326900240647,737.2111252539981,0.0,1.395
163.11855169373683,735.9292488275147,0.0,1.485
163.5036066305238,735.5382028517495,0.0,1.575
163.88866727398687,734.2570158589548,0.0,1.665
164.27349979550883,733.86665741918,0.0,1.755
164.65833633809768,732.586161583556,0.0,1.845
165.04294439057753,732.1964923912082,0.0,1.935
165.42755476855876,730.9166894390809,0.0,2.025
165.81193628749122,730.5277112083573,0.0,2.115
166.1963184262744,729.2486028689648,0.0,2.205
166.58046919659552,728.8603173148745,0.0,2.295
166.5194523412436,727.7329152688185,0.18243037295784034,2.385
166.48935671785648,727.1943452152736,0.3013861029777828,2.475
166.4365503176462,726.2501234287452,0.3947207548271608,2.565
166.41163396725528,725.8049365664097,0.46210488073769873,2.655
166.36513977657057,724.9747919122022,0.5188008581582465,2.745
166.3398821236072,724.5241373997877,0.5218709641003296,2.835
166.31448891107578,724.071288307729,0.5249220950430913,2.925
166.28943734421574,723.6247520657984,0.5278974371447319,3.015
166.26427263029314,723.17641905122,0.530852546673445,3.105
166.23942096093293,722.7338795800306,0.5337378887652978,3.195
166.2144760265702,722.289895460353,0.5366020438391619,3.285
166.18981830789818,721.8512361177541,0.5394018259658168,3.375
166.16508493657227,721.4114433373767,0.5421797237660678,3.465
166.1406154505791,720.9765520745333,0.5448980897906955,3.555
166.11608588985962,720.5408019686776,0.5475940917046318,3.645
166.0917991354213,720.1095710873502,0.5502349140728351,3.735
166.06746606196106,719.6777232117051,0.5528530759679362,3.825
166.0433567438564,719.2500491403771,0.5554199779747099,3.915
166.01921323145677,718.8219706600171,0.5579640772268849,4.005
165.995276250205,718.3977537466828,0.5604604530835341,4.095
165.97131574066725,717.9733188784638,0.5629340127556816,4.185
165.94754618309383,717.5524631980995,0.5653630457115079,4.275
165.92376245958332,717.131552701277,0.5677693562296844,4.365
165.9001562255806,716.7139771164105,0.5701457027484179,4.455
