T,P,alpha,z
156.50665823938022,750.5453965654128,9.201307483129673e-20,-0.05625
156.99042023056995,749.4546034345872,9.213630286020348e-20,0.05625
157.47401127179046,748.4407812995557,9.225835991818511e-20,0.16875
157.9574514855612,747.3500547057228,8.654133172738162e-20,0.28125
158.4407188925798,746.3362988076918,4.5546602491333984e-20,0.39375
158.92383347456416,745.2456381455511,3.561049320929611e-20,0.50625
159.40677338136942,744.2319478834252,1.3025285556937646e-19,0.61875
159.88955845272966,743.1413525560794,1.4175662229229048e-19,0.73125
160.37216696873912,742.1277273371029,1.3137982756495592e-19,0.84375
160.85461862591058,741.0371967559312,9.779086135112939e-20,0.95625
161.33689183567265,740.0236359955626,5.2004336955031895e-21,1.06875
161.8190061500788,738.9331695800964,2.0766631853083357e-20,1.18125
162.30094011300565,737.9196727018866,-7.070544320100443e-20,1.29375
162.78271313078784,736.829269879689,-5.3600703795397066e-20,1.40625
163.26430388086476,735.8158363151606,1.1321255894579878e-19,1.51875
163.74573162256735,734.7254965217073,1.1202920160632844e-19,1.63125
164.22697516804476,733.7121257102375,-6.427891037227399e-20,1.74375
164.70805362832908,732.6218483888002,4.2757568412171104e-20,1.85625
165.1889459514142,731.6085397775056,3.410387094660069e-16,1.96875
165.66967109871644,730.5183243790722,3.184466813443431e-11,2.08125
166.15020803183558,729.5050802638254,2.7128005343810434e-6,2.19375
166.5600066030056,728.4591462531699,0.042227781904758184,2.30625
166.5039342330262,727.4551746397656,0.08945317672248426,2.41875
166.4497160568801,726.4854465654205,0.13235687065919768,2.53125
166.3982414174106,725.5657379141657,0.17149823944311254,2.64375
166.34818771699912,724.6723037156478,0.2073498339281758,2.75625
166.30049278505288,723.8217848484634,0.24030254851042276,2.86875
166.25369364899655,722.988010386743,0.2706962114563249,2.98125
166.20899214627866,722.1923192703308,0.2988102087167281,3.09375
166.1649528390139,721.4090950352146,0.32489539416310986,3.20625
166.12280256841473,720.6600981745038,0.349156138245731,3.31875
166.08112699332304,719.9201434005666,0.3717821972178237,3.43125
166.04117106214534,719.2112874085221,0.39292578859041555,3.54375
166.00153725742348,718.5086936213874,0.41273358949601185,3.65625
165.96348351314748,717.834622492929,0.4313206936255774,3.76875
165.92562629293013,717.1645306604529,0.44880269053388433,3.88125
165.88923258848212,716.5208119549006,0.465267700956492,3.99375
165.85293097132336,715.8791790155182,0.4808084141863711,4.10625
165.8179943867787,715.2621038438381,0.495492998881896,4.21875
165.78306231242186,714.6455305370888,0.5093969618500216,4.33125
165.7494111256808,714.0519647575852,0.5225734787595974,4.44375
