T,P,alpha,z
156.6276158581901,750.257194379434,8.414838252662816e-19,-0.028125
156.86949260569224,749.742805620566,8.420365474467792e-19,0.028125
157.11133254916246,749.2048784046882,8.426043086807515e-19,0.084375
157.35312910599038,748.6905063189654,8.431585126787247e-19,0.140625
157.59488860860085,748.1525957374996,8.43727797223905e-19,0.196875
157.83660449453134,747.6382402487278,8.442834888785948e-19,0.253125
158.0782830752596,747.1003462257466,8.448543030340005e-19,0.309375
158.319917808561,746.5860072582627,8.454114876679808e-19,0.365625
158.5615149848681,746.0481297183682,9.371064798140895e-19,0.421875
158.80306808227186,745.5338071970361,8.659756099857394e-19,0.478125
159.04458337008174,744.9959460653549,8.4852656668525645e-19,0.534375
159.28605434679838,744.481639915562,7.890032660771268e-19,0.590625
159.52748726050692,743.9437951177428,7.634235905087975e-19,0.646875
159.76887563019972,743.4295052653953,5.05404587234888e-19,0.703125
160.010225682655,742.8916767276033,8.020469990791029e-19,0.759375
160.25153095743303,742.3774030991232,7.918153585897741e-19,0.815625
160.492797659928,741.8395907480374,7.788047468755851e-19,0.871875
160.73401935035656,741.3253332703576,8.186918653149652e-19,0.928125
160.97520221261476,740.7875370331665,8.553993012132537e-19,0.984375
161.21633982768032,740.2732956337283,8.492493371205668e-19,1.040625
161.45743835786521,739.735515438126,8.617247610264594e-19,1.096875
161.69849140498633,739.2212900448736,8.685727191977172e-19,1.153125
161.93950510967665,738.6835258190562,7.798010860059398e-19,1.209375
162.1804730946755,738.1693163604349,7.904384661352295e-19,1.265625
162.4214014788588,737.6315680330966,8.297602913232688e-19,1.321875
162.66228390597928,737.1173744380472,8.715019579393534e-19,1.378125
162.90312647303892,736.5796419383771,8.25453388687307e-19,1.434375
163.1439228449127,736.0654641363337,8.405911363058134e-19,1.490625
163.38467909663325,735.5277473940114,8.96098226511108e-19,1.546875
163.62538891427783,735.013585314897,9.02023931693401e-19,1.603125
163.8660583508235,734.4758842600894,8.615096049124287e-19,1.659375
164.10668111363248,733.9617378343123,8.257668659886728e-19,1.715625
164.34726323353698,733.4240523976703,8.494846654481311e-19,1.771875
164.58779843927783,732.9099215561209,9.107557722532125e-19,1.828125
164.8282927394373,732.3722516687752,9.168434254382177e-19,1.884375
165.06873988422927,731.8581363428225,1.095303003888163e-17,1.940625
165.30914585988938,731.3204819363804,3.0466513817067633e-15,1.996875
165.54950443820155,730.8063820578683,8.973505399861779e-13,2.053125
165.78982158295162,730.2687430645514,2.717415502361482e-10,2.109375
166.03009108756123,729.7546586071854,8.002656935168197e-8,2.165625
166.27031888487903,729.2170474808106,2.4201651435038868e-5,2.221875
166.51049705650496,728.7058664391517,0.0056028418245331725,2.278125
166.544094142904,728.1741231841276,0.0313001376599037,2.334375
166.51488747017947,727.6512052003491,0.05604027292979933,2.390625
166.48653393921023,727.1438469860834,0.07958302704076393,2.446875
166.45861680365164,726.6445719185903,0.1020119178248542,2.503125
166.43148872317744,726.1596690818568,0.12340263879284226,2.559375
166.4047364926754,725.6817358853024,0.14382571805485148,2.615625
166.37871634752622,725.2171210019961,0.1633437272441221,2.671875
166.35301808654407,724.7584853842869,0.18201600975805463,2.728125
166.3280014282962,724.3122354087785,0.19989463467403995,2.784375
166.30325929979807,723.8710970129886,0.2170299601667548,2.840625
166.2791092418974,723.4407205447864,0.23346576172943084,2.896875
166.25519702792099,723.0147827654077,0.24924492106830326,2.953125
166.2318422809642,722.5989670286614,0.264404321475682,3.009375
166.2086928690183,722.1869944487888,0.2789808664150869,3.065625
166.18607008749626,721.7845740162021,0.2930057861783156,3.121875
166.16362371467693,721.3854674906271,0.3065110599867553,3.178125
166.1416763631854,720.9954031454587,0.319523248395709,3.234375
166.1198795851746,720.6081805867084,0.33207024450297734,3.290625
166.09855699927078,720.2295418287056,0.3441747259395623,3.346875
166.0773618333984,719.8533222504279,0.3558611716286551,3.403125
166.05661843642827,719.4852727193579,0.3671490108544452,3.459375
166.0359816447703,719.1192628981407,0.37805985123105407,3.515625
166.01577629067384,718.7610481516406,0.3886103892532102,3.571875
165.99565877666805,718.404531409569,0.3988198029553872,3.628125
165.97595419525493,718.0554686146434,0.40870247777491525,3.684375
165.9563204929746,717.707795331609,0.4182755240201359,3.740625
165.9370828191241,717.3672645221927,0.42755136326453824,3.796875
165.91790065868588,717.027844068363,0.4365453363842141,3.853125
165.8990990307198,716.6952806926844,0.4452681886350098,3.909375
165.88033896662859,716.3635745341624,0.4537337388212418,3.965625
165.8619451820415,716.0384630707473,0.4619512953696501,4.021875
165.84358027386594,715.7139788500385,0.4699333612867676,4.078125
165.82556849286675,715.3958473141114,0.47768800868994643,4.134375
165.807574029673,715.0781337449985,0.4852265977111574,4.190625
165.78992051881585,714.7665489407399,0.4925561328876127,4.246875
165.77227378037287,714.4551913873245,0.4996869771686191,4.303125
165.75495668985462,714.1497547862981,0.5066252101569462,4.359375
165.7376367388514,713.844371418452,0.5133803209531119,4.415625
165.72063590874023,713.5447155753612,0.5199575853560641,4.471875
