0.0,0.0,124.11674803916708,333.0
0.2515,0.0,125.27964788734062,330.5689465649765
0.503,0.0,126.44196433218389,328.14040542755254
0.7545,0.0,127.60368698648455,325.71438652608873
1.006,0.0,128.7648053790743,323.29089980245124
1.2575,0.0,129.92530895420805,320.86995520253623
1.509,0.0,131.08518707360844,318.4515626768094
1.7605,0.0,132.24442901482985,316.03573218085734
2.012,0.0,133.4030239722979,313.62247367595205
2.2635,0.0,134.56096105718825,311.21179712962794
2.515,0.5675656283513233,134.51088051176134,308.79889174661434
2.7665,0.7421889923777879,134.25225276470428,306.4767742808926
3.018,0.750294443630758,134.1452357032428,305.5200528802218
3.2695,0.7578814927480271,134.03917591128726,304.5742755123378
3.521,0.765005982379253,133.93394249589062,303.63821066486554
3.7725,0.7717156915735648,133.82941627035575,302.7107428701879
4.024,0.7780517723389312,133.72548803477304,301.7908559614827
4.2755,0.7840498857065396,133.62205714760665,300.87761918136033
4.527,0.7897411087823926,133.51903032944995,299.9701755668413
4.7785,0.7951526653621582,133.4163206535514,299.06773216642756
