0.0,0.0,99.4246208498692,183.0
0.2515,0.0,100.53140305974108,180.62872791232854
0.503,0.0,101.6378427689848,178.25945469693724
0.7545,0.0,102.74393284407432,175.8921931109773
1.006,0.0,103.8496660738735,173.52695584682107
1.2575,0.0,104.95503517017983,171.1637555337835
1.509,0.0,106.0600327682954,168.80260473981158
1.7605,0.0,107.16465142758216,166.443515973144
2.012,0.0,108.26888363206967,164.08650168394135
2.2635,0.0,109.37272179101683,161.73157426588864
2.515,0.0,110.47615823950605,159.37874605777125
2.7665,0.0,111.57918523902691,157.0280293450256
3.018,0.0,111.57900235240572,154.67736486769533
3.2695,0.0,111.57881946520564,152.32670285350085
3.521,0.21956000616886207,111.44376675153921,150.47239673532988
3.7725,0.45611803280811214,111.1798270895402,149.15447957277811
4.024,0.5645546852908672,110.96618900154346,148.09468979213753
4.2755,0.6289890223620747,110.78237969582995,147.18783094844756
4.527,0.6725994240963659,110.61869500045856,146.38410751504003
4.7785,0.7045248567086493,110.46968683351304,145.6555889337703
