hl_sat,T,T_sat,alpha,z,h,p
577.5206421819696,123.90754928729223,410.4339354563781,0.0,-0.045,520.5006087570989,334.6035119994424
576.0859091986697,124.32592796606025,410.09890904965584,0.0,0.045,522.2766148099745,331.3964880005576
576.7429555626968,124.7434721958856,410.25234428396004,0.0,0.135,524.0526208666392,332.86214302117156
575.3025668612083,125.16170056018842,409.9159643956369,0.0,0.225,525.828626920108,329.6557695671773
575.9626310753279,125.5790962218718,410.0701194077426,0.0,0.315,527.6046329767739,331.1220633172051
574.5165368074921,125.99717234830848,409.7323741055676,0.0,0.405,529.38063902981,327.9163419106102
575.1796464563882,126.41441752797232,409.887255490751,0.0,0.495,531.1566450856438,329.383276195966
573.7277962544431,126.83233948174637,409.54813271712413,0.0,0.585,532.9326511374161,326.17820869636785
574.3939792984776,127.24943225438312,409.7037471605839,0.0,0.675,534.7086571915897,327.64578532320627
572.9363221036172,127.6671980893637,409.3632346924551,0.0,0.765,536.4846632412724,324.44137359091184
573.6056068857699,128.08413651885144,409.5195889709845,0.0,0.855,538.2606692929625,325.90959436567357
572.1420909352738,128.50174427790296,409.1776744167727,0.0,0.945,540.0366753397349,322.70584026175055
572.8145061882872,128.91852641686745,409.33477540047136,0.0,1.035,541.8126813881232,324.1747069912081
571.3450790023766,129.33597413051478,408.9914461969105,0.0,1.125,543.5886874311693,320.9716123775359
572.0206538561022,129.75259802104773,409.14930085093965,0.0,1.215,545.3646934754426,322.4411268688424
570.545262224435,130.1698837098637,408.8045442598501,0.0,1.305,547.1406995139513,319.23869360816343
571.2240262132999,130.58634738249424,408.9631596462216,0.0,1.395,548.9167055533009,320.70885766889995
569.7426161811574,131.0034690551056,408.61696275120516,0.0,1.485,550.6927115864657,317.5070876248751
570.424599251868,131.4197705295175,408.7763460306257,0.0,1.575,552.4687176200875,318.97790306309963
568.9371161060735,131.83672618344582,408.4286957336799,0.0,1.665,554.2447236471063,315.7767981003616
569.6223486254621,132.2528634683244,408.588854167429,0.0,1.755,556.0207296742008,317.2482667246594
568.1287368798337,132.66965108986147,408.2397371854799,0.0,1.845,557.7967356942761,314.04782870886794
568.8172496428891,133.08562218288677,408.4006781373366,0.0,1.935,559.5727417140479,315.5199523284023
567.3174530234685,133.50223974711946,408.0500809986923,0.0,2.025,561.3487477263863,312.3201831263004
568.0092772615994,133.91804263498517,408.2118119369105,0.0,2.115,563.1247537380443,313.79296355086456
566.5032386914834,134.3344881057729,407.85972097762203,0.0,2.205,564.9007597418567,310.59386503033573
567.1984060755266,134.7501065651512,408.02224947568345,0.0,2.295,566.6767050990372,312.0673040589071
565.8485170557514,134.55663609892412,407.7066360989241,0.3980375371547889,2.385,568.4515241274868,309.21119137214134
566.1883896953343,134.6361055236647,407.7861055236647,0.5060064152474382,2.475,570.2266604285071,309.9283419682952
565.1799375276229,134.40029852511861,407.5502985251186,0.6354783881890959,2.565,572.0004967624184,307.80428341440864
565.2604496784447,134.4191257850195,407.56912578501954,0.6852255420238665,2.655,573.7748718233282,307.97343822046486
564.5288925075579,134.24804903910245,407.39804903910243,0.7391467470741321,2.745,575.5480267554335,306.4391477212684
564.3849842672788,134.2143939117439,407.3643939117439,0.7418030027180044,2.835,575.5466122638088,306.1380433383006
564.2040237369862,134.17207271777755,407.3220727177775,0.7450795157560561,2.925,575.545146497975,305.7597456230455
564.0519470514967,134.1365058701935,407.2865058701935,0.747771753349705,3.015,575.5437024527819,305.4421158311724
563.8792591279091,134.09611779403122,407.2461177940312,0.7507696628918056,3.105,575.5422244790014,305.08175389484546
563.7229862250468,134.0595681251408,407.20956812514083,0.7534254169384288,3.195,575.540754629902,304.75593674925284
563.5553698028888,134.02036463201858,407.17036463201856,0.7562188948020827,3.285,575.5392608378883,304.4067755372733
563.3971162365866,133.98335027720026,407.13335027720024,0.7588030628867968,3.375,575.5377672003925,304.0774088536876
563.2327142601313,133.94489711118246,407.09489711118243,0.7614363435656955,3.465,575.5362552999818,303.73554466513804
563.0736942851403,133.90770206043942,407.0577020604394,0.7639337424081133,3.555,575.5347388618194,303.40516168730323
562.9114186109415,133.86974476648652,407.0197447664865,0.7664343766335375,3.645,575.5332073330874,303.06830807209053
562.7522790222773,133.8325203072667,406.98252030726667,0.7688402631601285,3.735,575.5316684741945,302.7382521071301
562.5914804660155,133.79490707867467,406.9449070786747,0.7712263952887133,3.825,575.5301162424537,302.40504465771875
562.4325486089256,133.7577297895603,406.9077297895603,0.7735413473320462,3.915,575.5285549830566,302.07599089568106
562.2728283393429,133.72036736463474,406.87036736463466,0.775825718134245,4.005,575.5269812275382,301.74559058132115
562.1142532099233,133.68327211125649,406.83327211125646,0.7780528922435063,4.095,575.5253973737953,301.41784237288084
561.9553553037134,133.64610064754095,406.7961006475409,0.7802450487578598,4.185,575.5238014154735,301.08970996123736
561.7971874192882,133.60909926087788,406.75909926087786,0.7823887285881649,4.275,575.5221946444507,300.76336617663526
561.6389378337207,133.5720780635512,406.7220780635512,0.7844962526688779,4.365,575.5205758801545,300.43713431785
561.4811813284897,133.53517152405408,406.6851715240541,0.7865708526155781,4.455,575.5197642446385,300.1121980398969
