T,P,alpha,z
166.18240041621328,721.7193136438759,0.2937858169023791,3.1275
166.16440380311474,721.3993348729966,0.30460794973136174,3.1725
166.1467291096542,721.0851894071575,0.31511200878901013,3.2175
166.12915385274215,720.7729189625956,0.3253127267550752,3.2625
166.11188745771193,720.4662407768567,0.3352218991872754,3.3075
166.09470827474797,720.16121439801,0.34485281256069084,3.3525
166.07782592258354,719.8615582808434,0.3542158493044796,3.3975
166.06101957623338,719.5633495389346,0.363323038316728,3.4425
166.04449894578556,719.2703060544427,0.3721835340126618,3.4875
166.02804402971788,718.9785223747457,0.380808267262206,3.5325
166.01186453449048,718.6917141491575,0.38920532171460187,3.5775
165.99574128663102,718.4059933404806,0.3973846657640439,3.6225
165.9798839000752,718.1250718164076,0.40535344643833443,3.6675
165.9640740390053,717.8450790323756,0.41312078530729757,3.7125
165.94852114120278,717.5697216220731,0.42069300767445056,3.7575
165.93300772233863,717.2951466914968,0.42807848735389603,3.8025
165.91774296501052,717.0250542718628,0.43528282671297713,3.8475
165.90251025378114,716.7556093458322,0.4423137369987944,3.8925
165.88751844106446,716.4905040472131,0.4491761828889893,3.9375
165.87255180072594,716.2259215189978,0.4558772865849893,3.9825
165.85781878356573,715.9655447675179,0.46242144889021747,4.0275
165.84310457568336,715.7055754282848,0.46881526663405726,4.0725
165.82861715801147,715.4496862077017,0.47506264087337396,4.1175
165.81414265393414,715.194097606768,0.4811696983949764,4.1625
165.7998885091044,714.9424709110422,0.4871398963951219,4.2075
165.78564181100506,714.691045894111,0.4929789398509919,4.2525
165.77160940716465,714.4434713461909,0.4986898909471937,4.2975
165.7575793774388,714.1960067489341,0.5042780750272823,4.3425
165.74375791071947,713.9522873648414,0.5097462020839674,4.3875
165.7299341087023,713.7085928424989,0.5150992548159165,4.4325
165.71631344326573,713.4685439227924,0.5203396286606702,4.4775
